Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Léo Jardim-Vasco da Gama;Paulo-Vasco da Gama;João Victor-Vasco da Gama;Luiz Gustavo Marinho Ribeiro dos Santos-Vasco da Gama;Lucas Piton-Vasco da Gama;Hugo Moura-Vasco da Gama;Tchê Tchê-Vasco da Gama;Mateus Carvalho-Vasco da Gama;Philippe Coutinho-Vasco da Gama;Rayan-Vasco da Gama;Pablo Vegetti-Vasco da Gama;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Lucas Freitas-Vasco da Gama;Loide Augusto-Vasco da Gama;Nuno Moreira-Vasco da Gama;Jair Rodrigues Júnior-Vasco da Gama;Victor Luis-Vasco da Gama;Paulinho-Vasco da Gama;Benjamín Garré-Vasco da Gama;Dimitri Payet-Vasco da Gama;Mauricio Lemos-Vasco da Gama;José Luis Rodríguez Bebanz-Vasco da Gama;Léo Pelé-Vasco da Gama;Leandrinho-Vasco da Gama;Alex Teixeira-Vasco da Gama;Maxsuel Alexandre Alves Soares-Vasco da Gama;Pablo Galdames Millán-Vasco da Gama;Maxime Dominguez-Vasco da Gama;Maicon Pereira Roque-Vasco da Gama;Emerson Rivaldo Rodríguez-Vasco da Gama;Jean Meneses-Vasco da Gama;Juan Sebastián Sforza-Vasco da Gama;David Corrêa da Fonseca-Vasco da Gama;Adson-Vasco da Gama;Josef de Souza Dias-Vasco da Gama;Gabriel Souza da Silva-Vasco da Gama;Robert Rojas-Vasco da Gama;Bruno Praxedes-Vasco da Gama;João Pedro-Vasco da Gama;Rosicley Pereira da Silva-Vasco da Gama;Guilherme Estrella-Vasco da Gama;José Gabriel-Vasco da Gama;Clayton-Vasco da Gama;Gary Medel-Vasco da Gama;Marlon Gomes-Vasco da Gama;Gabriel Pec-Vasco da Gama;Robson Bambu-Vasco da Gama;Manuel Capasso-Vasco da Gama;Erick Marcus-Vasco da Gama;Carlos Sebastián Ferreira-Vasco da Gama;Sergio Antonio De Luiz Junior-Vasco da Gama;Luca Orellano-Vasco da Gama;Miranda-Vasco da Gama;Figueiredo-Vasco da Gama;Zé Vitor-Vasco da Gama;Pedro Raúl-Vasco da Gama;Andrey Santos-Vasco da Gama;Matías Galarza-Vasco da Gama;Cauan Barros-Vasco da Gama;Rodrigo Alves de Holanda Santos-Vasco da Gama;Alexander-Vasco da Gama;Nené-Vasco da Gama;Thiago Rodrigues de Oliveira-Vasco da Gama;Leonardo de Matos Cruz-Vasco da Gama;Danilo Boza-Vasco da Gama;Anderson Conceição Benedito-Vasco da Gama;Luiz Henrique-Vasco da Gama;Yuri Lima Lara-Vasco da Gama;Raniel-Vasco da Gama;Edimar Fraga-Vasco da Gama;Carlos Palacios Núñez-Vasco da Gama;Eguinaldo-Vasco da Gama;Paulo Victor-Vasco da Gama;Juan Quintero Fletcher-Vasco da Gama;Matheus Antunes Ribeiro-Vasco da Gama;Fábio Roberto Gomes Netto-Vasco da Gama;Bruno Tubarão-Vasco da Gama
2024-11-05;Vasco da Gama;10;3;3;777;210;Botafogo;2;0;11;20;3;5;0.36;0.64;333;0.84;8;13;1;0;1;0;4;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;7;0.032;0.25;280;0.02857142857142857;777.7777777777778;0.36363636363636365;11.11111111111111;-9;-0.28;-3;2;-5;0.03303303303303303;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-28;Vasco da Gama;10;3;22;777;697;Bahía;3;2;15;12;8;7;0.47;0.53;448;0.83;11;9;3;2;0;0;2;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.04416666666666667;0.2727272727272727;372;0.02956989247311828;791.4893617021277;0.13333333333333333;4.25531914893617;3;-0.06000000000000005;-2;1;2;0.033482142857142856;0.2;0.15666666666666665;0.6666666666666666;3;0;3;1;0;0;0;1;0.2;0.375;0.006696428571428571;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Vasco da Gama;10;3;3;777;656;Cuiabá;2;1;13;13;2;2;0.48;0.52;393;0.78;16;14;2;1;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2;0.04;0.125;307;0.05211726384364821;639.5833333333334;0.23076923076923078;6.25;0;-0.040000000000000036;1;1;2;0.03307888040712468;0.07692307692307693;0.48;3.0;0;1;1;1;0;0;0;1;0.07692307692307693;0.5;0.002544529262086514;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Vasco da Gama;12;3;17;777;220;Atlético Mineiro;3;2;13;7;3;3;0.37;0.63;293;0.65;15;9;3;2;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;4;0.09;0.2;190;0.07894736842105263;513.5135135135135;0.5384615384615384;18.91891891891892;6;-0.26;3;1;6;0.04436860068259386;0.07692307692307693;0.37;7.0;1;0;1;0;1;0;0;1;0.07692307692307693;0.3333333333333333;0.0034129692832764505;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-16;Vasco da Gama;10;3;3;777;201;São Paulo;0;1;9;14;3;6;0.52;0.48;440;0.83;6;8;0;1;0;0;5;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3;0.03428571428571429;0.0;365;0.01643835616438356;701.9230769230769;0.5555555555555556;9.615384615384615;-5;0.040000000000000036;2;-1;-2;0.020454545454545454;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Vasco da Gama;10;3;3;777;779;Juventude;2;3;16;17;3;5;0.55;0.45;403;0.78;14;13;1;3;1;0;3;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;6;0.026470588235294117;0.14285714285714285;314;0.044585987261146494;570.9090909090909;0.1875;5.454545454545454;-1;0.10000000000000003;-3;-1;1;0.03970223325062035;0.0625;0.55;3.0;1;0;1;0;1;0;0;1;0.0625;0.3333333333333333;0.0024813895781637717;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Vasco da Gama;12;3;2;777;220;Atlético Mineiro;2;0;7;13;1;6;0.37;0.63;349;0.76;14;15;2;0;0;0;2;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;5;0.04846153846153846;0.14285714285714285;265;0.052830188679245285;716.2162162162163;0.2857142857142857;5.405405405405405;-6;-0.26;-3;2;-1;0.02005730659025788;0.14285714285714285;0.37;2.0;1;0;1;0;0;1;1;0;0.14285714285714285;1.0;0.0028653295128939827;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Vasco da Gama;10;3;3;777;636;Cruzeiro;4;0;13;15;4;6;0.43;0.57;353;0.8;6;7;3;0;1;0;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;11;0.038;0.6666666666666666;282;0.02127659574468085;655.8139534883721;0.3076923076923077;9.30232558139535;-2;-0.13999999999999996;-7;4;-1;0.036827195467422094;0.07692307692307693;0.43;4.0;1;0;1;0;1;0;1;0;0.07692307692307693;0.25;0.0028328611898017;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Vasco da Gama;10;3;3;777;217;Palmeiras;1;3;10;14;3;3;0.55;0.45;412;0.79;8;14;1;3;0;0;5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;5;0.03214285714285715;0.125;325;0.024615384615384615;590.9090909090909;0.5;9.09090909090909;-4;0.10000000000000003;0;-2;-6;0.024271844660194174;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Vasco da Gama;10;3;3;777;214;Flamengo;1;0;9;17;2;3;0.39;0.61;342;0.79;10;10;1;0;0;0;6;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;5;0.03588235294117647;0.1;270;0.037037037037037035;692.3076923076923;0.6666666666666666;15.384615384615383;-8;-0.21999999999999997;1;1;0;0.02631578947368421;0.1111111111111111;0.39;6.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.5;0.0029239766081871343;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-11;Vasco da Gama;12;3;3;777;649;Paranaense;3;4;9;25;2;8;0.28;0.72;208;0.62;13;12;2;4;1;0;1;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;9;0.0288;0.23076923076923078;129;0.10077519379844961;460.71428571428567;0.1111111111111111;3.571428571428571;-16;-0.43999999999999995;-8;-1;1;0.04326923076923077;0.1111111111111111;0.28;1.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.5;0.004807692307692308;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Vasco da Gama;10;3;0;777;693;Vitória;3;3;9;21;6;5;0.53;0.47;443;0.81;7;7;3;3;0;0;3;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;10;0.02238095238095238;0.42857142857142855;359;0.019498607242339833;677.3584905660377;0.3333333333333333;5.660377358490566;-12;0.06000000000000005;-7;0;0;0.020316027088036117;0.1111111111111111;0.53;3.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.16666666666666666;0.002257336343115124;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-29;Vasco da Gama;12;3;31;777;649;Paranaense;3;5;11;4;3;1;0.6;0.4;460;0.82;16;20;2;4;1;1;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2;0.1;0.1875;377;0.042440318302387266;628.3333333333334;0.36363636363636365;6.666666666666667;7;0.19999999999999996;2;-2;-4;0.02391304347826087;0.18181818181818182;0.3;2.0;0;2;2;1;0;0;0;1;0.18181818181818182;0.6666666666666666;0.004347826086956522;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-26;Vasco da Gama;10;3;31;777;649;Paranaense;1;3;7;9;5;4;0.46;0.54;334;0.82;10;11;1;2;0;1;4;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;5;0.060000000000000005;0.1;274;0.0364963503649635;595.6521739130435;0.5714285714285714;8.695652173913043;-2;-0.08000000000000002;-1;-2;-1;0.020958083832335328;0.2857142857142857;0.23;2.0;0;2;2;1;0;0;0;1;0.2857142857142857;0.4;0.005988023952095809;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Vasco da Gama;10;3;3;777;778;Criciúma;2;3;13;19;4;8;0.49;0.51;429;0.81;7;15;2;3;0;0;10;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;9;0.026842105263157896;0.2857142857142857;347;0.020172910662824207;708.1632653061224;0.7692307692307693;20.408163265306122;-6;-0.020000000000000018;1;-1;-8;0.030303030303030304;0.15384615384615385;0.245;5.0;2;0;2;0;1;0;1;0;0.15384615384615385;0.5;0.004662004662004662;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Vasco da Gama;10;3;3;777;197;Fluminense;3;3;8;12;3;3;0.43;0.57;416;0.85;23;12;3;3;0;0;6;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3;0.047499999999999994;0.13043478260869565;354;0.06497175141242938;823.2558139534884;0.75;13.953488372093023;-4;-0.13999999999999996;3;0;11;0.019230769230769232;0.25;0.215;3.0;1;1;2;1;0;0;0;1;0.25;0.6666666666666666;0.004807692307692308;4.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-06;Vasco da Gama;12;20;3;777;776;Atlético Goianiense;2;3;7;11;2;2;0.47;0.53;401;0.78;15;11;2;2;0;1;1;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;5;0.04818181818181819;0.13333333333333333;313;0.04792332268370607;665.9574468085107;0.14285714285714285;2.127659574468085;-4;-0.06000000000000005;-4;-1;4;0.017456359102244388;0.14285714285714285;0.47;1.0;1;0;1;1;0;0;0;1;0.14285714285714285;0.5;0.0024937655860349127;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Vasco da Gama;10;3;0;777;659;Bragantino;4;1;11;7;3;3;0.64;0.36;550;0.84;8;18;4;1;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.05142857142857143;0.5;462;0.017316017316017316;721.875;0.36363636363636365;6.25;4;0.28;1;3;-10;0.02;0.18181818181818182;0.32;2.0;0;2;2;0;1;0;0;1;0.18181818181818182;0.6666666666666666;0.0036363636363636364;5.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Vasco da Gama;12;3;3;777;776;Atlético Goianiense;1;6;6;26;2;5;0.61;0.39;454;0.79;5;19;1;5;0;1;7;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;7;0.015000000000000001;0.2;359;0.013927576601671309;588.5245901639345;1.1666666666666667;11.475409836065573;-20;0.21999999999999997;0;-5;-14;0.013215859030837005;0.16666666666666666;0.61;7.0;0;1;1;0;1;0;1;0;0.16666666666666666;0.5;0.0022026431718061676;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-28;Vasco da Gama;10;3;6;777;206;Grêmio;4;3;13;20;1;3;0.47;0.53;243;0.53;13;13;4;3;0;0;3;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;8;0.026500000000000003;0.3076923076923077;129;0.10077519379844961;274.468085106383;0.23076923076923078;6.382978723404256;-7;-0.06000000000000005;-5;1;0;0.053497942386831275;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-21;Vasco da Gama;10;3;17;777;220;Atlético Mineiro;1;1;8;15;1;3;0.45;0.55;431;0.82;6;13;1;1;0;0;1;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;6;0.03666666666666667;0.16666666666666666;353;0.0169971671388102;784.4444444444445;0.125;2.2222222222222223;-7;-0.10000000000000003;-5;0;-7;0.018561484918793503;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-17;Vasco da Gama;10;3;0;777;776;Atlético Goianiense;3;2;14;19;5;7;0.47;0.53;346;0.75;11;13;3;2;0;0;6;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.027894736842105264;0.2727272727272727;260;0.04230769230769231;553.1914893617021;0.42857142857142855;12.765957446808512;-5;-0.06000000000000005;2;1;-2;0.04046242774566474;0.07142857142857142;0.47;6.0;0;1;1;1;0;0;1;0;0.07142857142857142;0.2;0.002890173410404624;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-10;Vasco da Gama;10;3;3;777;652;Corinthians;3;5;14;11;3;2;0.51;0.49;370;0.83;15;10;3;5;0;0;7;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;5;0.04454545454545455;0.2;307;0.048859934853420196;601.9607843137255;0.5;13.72549019607843;3;0.020000000000000018;2;-2;5;0.03783783783783784;0.14285714285714285;0.255;3.5;0;2;2;1;0;0;0;1;0.14285714285714285;0.6666666666666666;0.005405405405405406;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
